"Time","Chest freezer (Garage, 200l)","Clothes drier (without condenser) (5kg)","Electric Cooker (hot plate+oven) ()","Halogen lamp 1 ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","Washing machine (5kg)","Water heater ()"
"1998-11-30 14:30:00.0","0","0","0","0","0","0","290","0","0","158"
"1998-11-30 14:40:00.0","0","0","0","0","0","0","105","0","0","0"
"1998-11-30 14:50:00.0","5","0","0","0","0","0","167","0","0","0"
"1998-11-30 15:00:00.0","19","0","0","0","0","0","138","0","0","0"
"1998-11-30 15:10:00.0","8","0","0","0","0","0","145","0","0","0"
"1998-11-30 15:20:00.0","0","0","0","0","0","0","83","0","0","0"
"1998-11-30 15:30:00.0","0","0","0","0","0","0","135","1","0","0"
"1998-11-30 15:40:00.0","1","0","0","0","0","0","106","0","0","0"
"1998-11-30 15:50:00.0","19","0","0","0","0","0","263","28","0","0"
"1998-11-30 16:00:00.0","11","0","0","0","0","0","313","16","0","0"
"1998-11-30 16:10:00.0","0","0","0","0","0","0","242","0","0","0"
"1998-11-30 16:20:00.0","0","0","0","0","0","0","254","0","0","0"
"1998-11-30 16:30:00.0","0","0","0","0","0","0","241","0","0","0"
"1998-11-30 16:40:00.0","16","0","0","0","0","0","270","0","0","0"
"1998-11-30 16:50:00.0","15","0","0","0","0","0","304","14","0","0"
"1998-11-30 17:00:00.0","0","0","0","0","0","0","276","17","0","0"
"1998-11-30 17:10:00.0","0","0","0","0","0","0","259","17","0","0"
"1998-11-30 17:20:00.0","0","0","0","0","0","0","272","17","0","0"
"1998-11-30 17:30:00.0","12","0","0","0","0","0","275","17","0","0"
"1998-11-30 17:40:00.0","18","0","0","0","0","0","295","17","0","0"
"1998-11-30 17:50:00.0","1","0","0","0","0","0","310","18","0","0"
"1998-11-30 18:00:00.0","0","0","0","0","0","0","291","17","0","0"
"1998-11-30 18:10:00.0","0","0","0","0","0","0","263","17","0","0"
"1998-11-30 18:20:00.0","8","0","0","0","0","0","289","18","0","0"
"1998-11-30 18:30:00.0","18","0","0","0","0","0","289","17","0","0"
"1998-11-30 18:40:00.0","5","0","0","0","0","0","286","17","0","0"
"1998-11-30 18:50:00.0","0","0","0","0","0","0","295","18","0","0"
"1998-11-30 19:00:00.0","0","0","0","0","0","0","301","17","0","0"
"1998-11-30 19:10:00.0","3","0","0","0","0","0","293","17","0","0"
"1998-11-30 19:20:00.0","19","0","0","0","0","0","311","18","0","0"
"1998-11-30 19:30:00.0","8","0","0","0","0","0","303","18","0","0"
"1998-11-30 19:40:00.0","0","0","0","0","0","0","306","17","0","0"
"1998-11-30 19:50:00.0","0","0","0","0","0","0","298","18","0","0"
"1998-11-30 20:00:00.0","4","0","0","0","0","0","451","70","0","0"
"1998-11-30 20:10:00.0","19","0","262","0","0","0","792","127","0","0"
"1998-11-30 20:20:00.0","19","0","333","0","0","0","875","168","0","0"
"1998-11-30 20:30:00.0","18","0","0","0","0","0","502","178","0","0"
"1998-11-30 20:40:00.0","17","0","0","0","2","0","539","141","0","0"
"1998-11-30 20:50:00.0","18","0","0","0","10","0","478","99","0","0"
"1998-11-30 21:00:00.0","17","0","0","0","9","0","602","100","0","0"
"1998-11-30 21:10:00.0","16","0","0","0","9","0","655","62","0","0"
"1998-11-30 21:20:00.0","17","0","0","0","10","0","650","38","0","0"
"1998-11-30 21:30:00.0","17","0","0","0","9","0","534","30","0","0"
"1998-11-30 21:40:00.0","17","0","0","0","10","0","411","30","0","0"
"1998-11-30 21:50:00.0","16","0","0","0","9","0","662","31","0","0"
"1998-11-30 22:00:00.0","17","0","0","0","5","0","301","31","0","0"
"1998-11-30 22:10:00.0","17","0","0","0","0","0","127","0","0","0"
"1998-11-30 22:20:00.0","17","0","0","0","0","0","144","0","0","0"
"1998-11-30 22:30:00.0","16","0","0","0","0","0","132","0","0","0"
"1998-11-30 22:40:00.0","17","0","0","0","0","0","112","0","0","0"
"1998-11-30 22:50:00.0","7","0","0","0","0","0","71","0","0","0"
"1998-11-30 23:00:00.0","0","0","0","0","0","0","69","0","0","0"
"1998-11-30 23:10:00.0","16","0","0","0","0","0","83","0","0","0"
"1998-11-30 23:20:00.0","18","0","0","0","0","0","94","0","0","0"
"1998-11-30 23:30:00.0","17","0","0","0","0","0","104","0","0","0"
"1998-11-30 23:40:00.0","17","0","0","0","0","0","102","0","0","0"
"1998-11-30 23:50:00.0","17","0","0","0","0","0","96","0","0","0"
"1998-12-01 00:00:00.0","8","0","0","0","0","0","78","0","0","0"
"1998-12-01 00:10:00.0","0","0","0","0","0","0","72","0","0","0"
"1998-12-01 00:20:00.0","12","0","0","0","0","0","83","0","0","0"
"1998-12-01 00:30:00.0","18","0","0","0","0","0","100","0","0","0"
"1998-12-01 00:40:00.0","18","0","0","0","0","0","109","0","0","0"
"1998-12-01 00:50:00.0","17","0","0","0","0","0","89","0","0","0"
"1998-12-01 01:00:00.0","8","0","0","0","0","0","79","0","0","0"
"1998-12-01 01:10:00.0","0","0","0","0","0","0","73","0","0","0"
"1998-12-01 01:20:00.0","10","0","0","0","0","0","81","0","0","0"
"1998-12-01 01:30:00.0","18","0","0","0","0","0","98","0","0","0"
"1998-12-01 01:40:00.0","17","0","0","0","0","0","116","0","0","0"
"1998-12-01 01:50:00.0","17","0","0","0","0","0","145","0","0","40"
"1998-12-01 02:00:00.0","3","0","0","0","0","0","449","0","0","370"
"1998-12-01 02:10:00.0","0","0","0","0","0","0","446","0","0","374"
"1998-12-01 02:20:00.0","14","0","0","0","0","0","457","0","0","372"
"1998-12-01 02:30:00.0","18","0","0","0","0","0","461","5","0","372"
"1998-12-01 02:40:00.0","17","0","0","0","0","0","455","0","0","370"
"1998-12-01 02:50:00.0","8","0","0","0","0","0","457","0","0","375"
"1998-12-01 03:00:00.0","0","0","0","0","0","0","468","0","0","376"
"1998-12-01 03:10:00.0","7","0","0","0","0","0","460","0","0","374"
"1998-12-01 03:20:00.0","18","0","0","0","0","0","461","0","0","375"
"1998-12-01 03:30:00.0","18","0","0","0","0","0","478","0","0","369"
"1998-12-01 03:40:00.0","11","0","0","0","0","0","168","24","0","57"
"1998-12-01 03:50:00.0","0","0","0","0","0","0","455","22","0","375"
"1998-12-01 04:00:00.0","2","0","0","0","0","0","237","44","0","139"
"1998-12-01 04:10:00.0","19","0","0","0","0","0","416","60","0","252"
"1998-12-01 04:20:00.0","18","0","0","0","0","0","111","0","0","20"
"1998-12-01 04:30:00.0","13","0","0","0","0","0","264","0","0","191"
"1998-12-01 04:40:00.0","0","0","0","0","0","0","72","0","0","6"
"1998-12-01 04:50:00.0","0","0","0","0","0","0","244","0","0","178"
"1998-12-01 05:00:00.0","18","0","0","0","0","0","87","0","0","0"
"1998-12-01 05:10:00.0","18","0","0","0","0","0","84","0","0","0"
"1998-12-01 05:20:00.0","12","0","0","0","0","0","257","0","0","171"
"1998-12-01 05:30:00.0","0","0","0","0","0","0","105","0","0","0"
"1998-12-01 05:40:00.0","0","0","0","0","0","0","133","0","0","0"
"1998-12-01 05:50:00.0","18","0","0","0","0","0","150","0","0","0"
"1998-12-01 06:00:00.0","17","0","0","0","0","0","159","0","0","0"
"1998-12-01 06:10:00.0","11","0","0","0","0","0","154","0","0","0"
"1998-12-01 06:20:00.0","0","0","0","0","0","0","145","0","0","0"
"1998-12-01 06:30:00.0","0","0","0","0","0","0","153","0","0","0"
"1998-12-01 06:40:00.0","18","0","0","0","0","0","177","0","0","0"
"1998-12-01 06:50:00.0","17","0","0","0","0","0","190","0","0","0"
"1998-12-01 07:00:00.0","8","0","0","0","0","0","317","129","0","0"
"1998-12-01 07:10:00.0","0","0","0","0","0","0","329","100","0","84"
"1998-12-01 07:20:00.0","0","0","0","0","0","0","459","91","0","225"
"1998-12-01 07:30:00.0","19","0","0","0","0","0","366","122","0","44"
"1998-12-01 07:40:00.0","17","0","0","0","0","0","611","123","44","284"
"1998-12-01 07:50:00.0","5","0","0","0","0","0","806","103","477","30"
"1998-12-01 08:00:00.0","0","0","0","0","0","0","531","59","234","0"
"1998-12-01 08:10:00.0","0","0","0","0","0","0","203","0","30","0"
"1998-12-01 08:20:00.0","19","0","0","0","0","0","208","0","27","0"
"1998-12-01 08:30:00.0","17","0","0","0","0","0","218","11","27","0"
"1998-12-01 08:40:00.0","2","0","0","0","0","0","250","50","39","0"
"1998-12-01 08:50:00.0","0","0","0","0","0","0","241","55","75","0"
"1998-12-01 09:00:00.0","1","170","0","0","0","0","316","44","0","0"
"1998-12-01 09:10:00.0","19","307","0","0","0","0","477","38","0","0"
"1998-12-01 09:20:00.0","16","250","0","0","0","0","430","39","0","0"
"1998-12-01 09:30:00.0","0","235","0","0","0","0","396","38","0","0"
"1998-12-01 09:40:00.0","0","203","0","0","0","0","366","34","0","0"
"1998-12-01 09:50:00.0","9","186","0","0","0","0","323","1","0","0"
"1998-12-01 10:00:00.0","18","188","0","0","0","0","307","0","0","0"
"1998-12-01 10:10:00.0","11","217","0","0","0","0","347","0","0","0"
"1998-12-01 10:20:00.0","0","189","0","0","0","0","312","1","0","0"
"1998-12-01 10:30:00.0","0","200","0","0","0","0","361","0","0","0"
"1998-12-01 10:40:00.0","11","199","0","0","0","0","333","0","0","0"
"1998-12-01 10:50:00.0","18","163","0","0","0","0","267","1","0","0"
"1998-12-01 11:00:00.0","8","153","0","0","0","0","271","6","0","0"
"1998-12-01 11:10:00.0","0","192","0","0","0","0","282","0","0","0"
"1998-12-01 11:20:00.0","0","132","0","0","0","0","230","0","0","0"
"1998-12-01 11:30:00.0","15","24","0","0","0","0","126","0","0","0"
"1998-12-01 11:40:00.0","17","0","0","0","0","0","183","30","0","0"
"1998-12-01 11:50:00.0","4","0","0","0","0","0","125","35","0","0"
"1998-12-01 12:00:00.0","0","0","0","0","0","0","99","1","0","0"
"1998-12-01 12:10:00.0","0","0","0","0","0","0","156","0","0","0"
"1998-12-01 12:20:00.0","17","0","0","0","0","0","187","36","0","0"
"1998-12-01 12:30:00.0","17","0","0","0","0","0","229","69","0","0"
"1998-12-01 12:40:00.0","0","0","0","0","0","0","199","53","0","0"
"1998-12-01 12:50:00.0","0","0","0","0","0","0","191","36","0","41"
"1998-12-01 13:00:00.0","0","0","0","0","0","0","546","14","0","359"
"1998-12-01 13:10:00.0","18","0","0","0","0","0","186","0","0","60"
"1998-12-01 13:20:00.0","14","0","0","0","0","0","267","0","0","194"
"1998-12-01 13:30:00.0","0","0","0","0","0","0","110","0","0","0"
"1998-12-01 13:40:00.0","0","0","0","0","0","0","271","0","0","139"
"1998-12-01 13:50:00.0","1","0","0","0","0","0","165","0","0","40"
"1998-12-01 14:00:00.0","19","0","0","0","0","0","147","0","0","0"
"1998-12-01 14:10:00.0","13","0","0","0","0","0","134","0","0","0"
"1998-12-01 14:20:00.0","0","0","0","0","0","0","128","0","0","0"
"1998-12-01 14:30:00.0","0","0","0","0","0","0","119","0","0","0"
"1998-12-01 14:40:00.0","0","0","0","0","0","0","281","0","0","158"
"1998-12-01 14:50:00.0","19","0","0","0","0","0","136","0","0","0"
"1998-12-01 15:00:00.0","13","0","0","0","0","0","135","0","0","0"
"1998-12-01 15:10:00.0","0","0","0","0","0","0","124","0","0","0"
"1998-12-01 15:20:00.0","0","0","16","0","0","0","176","8","0","0"
"1998-12-01 15:30:00.0","0","0","340","0","0","0","492","43","0","0"
"1998-12-01 15:40:00.0","18","0","288","0","0","0","410","45","0","0"
"1998-12-01 15:50:00.0","13","0","215","0","0","0","363","45","0","0"
"1998-12-01 16:00:00.0","0","0","156","0","0","0","319","38","0","0"
"1998-12-01 16:10:00.0","0","0","0","0","0","0","116","9","0","0"
"1998-12-01 16:20:00.0","0","0","0","0","0","0","58","0","0","0"
"1998-12-01 16:30:00.0","17","0","0","0","0","0","97","0","0","0"
"1998-12-01 16:40:00.0","14","0","0","0","0","0","87","0","0","0"
"1998-12-01 16:50:00.0","0","0","0","0","0","0","131","21","0","0"
"1998-12-01 17:00:00.0","0","0","0","0","0","0","204","118","0","0"
"1998-12-01 17:10:00.0","0","0","0","5","0","0","233","108","0","0"
"1998-12-01 17:20:00.0","15","0","0","43","0","0","234","70","0","0"
"1998-12-01 17:30:00.0","17","0","0","43","0","0","316","121","0","0"
"1998-12-01 17:40:00.0","0","0","0","43","0","0","373","113","0","0"
"1998-12-01 17:50:00.0","0","0","0","40","0","0","404","107","0","0"
"1998-12-01 18:00:00.0","0","0","0","27","9","0","367","81","0","0"
"1998-12-01 18:10:00.0","13","0","0","27","10","0","326","86","0","0"
"1998-12-01 18:20:00.0","18","0","0","24","9","0","313","96","0","0"
"1998-12-01 18:30:00.0","1","0","0","23","10","0","318","126","0","0"
"1998-12-01 18:40:00.0","0","0","0","23","9","0","316","143","0","0"
"1998-12-01 18:50:00.0","0","0","0","23","10","0","274","87","0","0"
"1998-12-01 19:00:00.0","10","0","0","24","10","0","256","63","0","0"
"1998-12-01 19:10:00.0","18","0","0","24","9","0","312","65","0","0"
"1998-12-01 19:20:00.0","4","0","0","24","10","0","335","139","0","0"
"1998-12-01 19:30:00.0","0","0","0","23","9","0","324","139","0","0"
"1998-12-01 19:40:00.0","0","0","0","24","10","0","278","85","0","0"
"1998-12-01 19:50:00.0","7","0","0","25","10","0","261","70","0","0"
"1998-12-01 20:00:00.0","19","0","0","24","10","0","276","70","0","0"
"1998-12-01 20:10:00.0","6","0","0","24","9","0","275","71","0","0"
"1998-12-01 20:20:00.0","0","0","0","24","10","0","292","69","0","0"
"1998-12-01 20:30:00.0","0","0","0","24","10","0","257","71","0","0"
"1998-12-01 20:40:00.0","4","0","0","24","10","0","296","74","0","0"
"1998-12-01 20:50:00.0","19","0","0","25","9","0","233","68","0","0"
"1998-12-01 21:00:00.0","6","0","0","23","10","0","239","55","0","0"
"1998-12-01 21:10:00.0","0","0","0","6","7","0","177","43","0","0"
"1998-12-01 21:20:00.0","0","0","0","0","9","0","242","78","0","0"
"1998-12-01 21:30:00.0","8","0","0","0","10","0","434","90","0","0"
"1998-12-01 21:40:00.0","19","0","0","0","4","0","597","42","0","0"
"1998-12-01 21:50:00.0","5","0","0","0","0","0","573","0","0","0"
"1998-12-01 22:00:00.0","0","0","0","0","0","0","460","0","0","0"
"1998-12-01 22:10:00.0","0","0","0","0","0","0","352","0","0","0"
"1998-12-01 22:20:00.0","8","0","0","0","0","0","553","0","0","0"
"1998-12-01 22:30:00.0","18","0","0","0","0","0","448","0","0","0"
"1998-12-01 22:40:00.0","7","0","0","0","0","0","262","0","0","0"
"1998-12-01 22:50:00.0","0","0","0","0","0","0","210","0","0","0"
"1998-12-01 23:00:00.0","0","0","0","0","0","0","209","0","0","0"
"1998-12-01 23:10:00.0","5","0","0","0","0","0","214","0","0","0"
"1998-12-01 23:20:00.0","19","0","0","0","0","0","228","0","0","0"
"1998-12-01 23:30:00.0","9","0","0","0","0","0","238","0","0","0"
"1998-12-01 23:40:00.0","0","0","0","0","0","0","222","0","0","0"
"1998-12-01 23:50:00.0","0","0","0","0","0","0","207","0","0","0"
"1998-12-02 00:00:00.0","2","0","0","0","0","0","210","0","0","0"
"1998-12-02 00:10:00.0","19","0","0","0","0","0","224","0","0","0"
"1998-12-02 00:20:00.0","12","0","0","0","0","0","214","0","0","0"
"1998-12-02 00:30:00.0","0","0","0","0","0","0","231","0","0","0"
"1998-12-02 00:40:00.0","0","0","0","0","0","0","243","0","0","0"
"1998-12-02 00:50:00.0","0","0","0","0","0","0","212","0","0","0"
"1998-12-02 01:00:00.0","19","0","0","0","0","0","226","0","0","0"
"1998-12-02 01:10:00.0","13","0","0","0","0","0","222","0","0","0"
"1998-12-02 01:20:00.0","0","0","0","0","0","0","209","0","0","0"
"1998-12-02 01:30:00.0","0","0","0","0","0","0","204","0","0","0"
"1998-12-02 01:40:00.0","0","0","0","0","0","0","222","0","0","0"
"1998-12-02 01:50:00.0","17","0","0","0","0","0","287","0","0","39"
"1998-12-02 02:00:00.0","15","0","0","0","0","0","581","0","0","363"
"1998-12-02 02:10:00.0","0","0","0","0","0","0","584","0","0","371"
"1998-12-02 02:20:00.0","0","0","0","0","0","0","585","0","0","373"
"1998-12-02 02:30:00.0","0","0","0","0","0","0","577","0","0","371"
"1998-12-02 02:40:00.0","14","0","0","0","0","0","608","0","0","373"
"1998-12-02 02:50:00.0","18","0","0","0","0","0","608","0","0","373"
"1998-12-02 03:00:00.0","1","0","0","0","0","0","602","0","0","372"
"1998-12-02 03:10:00.0","0","0","0","0","0","0","589","0","0","371"
"1998-12-02 03:20:00.0","0","0","0","0","0","0","582","0","0","374"
"1998-12-02 03:30:00.0","11","0","0","0","0","0","601","4","0","371"
"1998-12-02 03:40:00.0","18","0","0","0","0","0","595","19","0","373"
"1998-12-02 03:50:00.0","2","0","0","0","0","0","584","22","0","373"
"1998-12-02 04:00:00.0","0","0","0","0","4","0","643","51","0","373"
"1998-12-02 04:10:00.0","0","0","0","0","7","0","656","81","0","376"
"1998-12-02 04:20:00.0","8","0","0","0","0","0","574","0","0","377"
"1998-12-02 04:30:00.0","19","0","0","0","0","0","579","0","0","379"
"1998-12-02 04:40:00.0","5","0","0","0","0","0","564","0","0","382"
"1998-12-02 04:50:00.0","0","0","0","0","0","0","564","0","0","376"
"1998-12-02 05:00:00.0","0","0","0","0","0","0","557","0","0","373"
"1998-12-02 05:10:00.0","6","0","0","0","0","0","566","0","0","375"
"1998-12-02 05:20:00.0","18","0","0","0","0","0","511","0","0","319"
"1998-12-02 05:30:00.0","7","0","0","0","0","0","303","0","0","104"
"1998-12-02 05:40:00.0","0","0","0","0","0","0","437","0","0","210"
"1998-12-02 05:50:00.0","0","0","0","0","0","0","455","0","0","174"
"1998-12-02 06:00:00.0","3","0","0","0","0","0","341","0","0","71"
"1998-12-02 06:10:00.0","19","0","0","0","0","0","493","0","0","215"
"1998-12-02 06:20:00.0","9","0","0","0","0","0","273","0","0","0"
"1998-12-02 06:30:00.0","0","0","0","0","0","0","459","0","0","191"
"1998-12-02 06:40:00.0","0","0","0","0","0","0","224","0","0","0"
"1998-12-02 06:50:00.0","0","0","0","0","0","0","141","0","0","0"
"1998-12-02 07:00:00.0","20","0","0","0","0","0","333","0","0","176"
"1998-12-02 07:10:00.0","12","0","0","0","0","0","142","0","0","0"
"1998-12-02 07:20:00.0","0","0","0","0","0","0","118","0","0","0"
"1998-12-02 07:30:00.0","0","0","0","0","0","0","116","0","0","0"
"1998-12-02 07:40:00.0","0","0","0","0","0","0","186","1","0","68"
"1998-12-02 07:50:00.0","16","0","0","0","0","0","272","34","0","98"
"1998-12-02 08:00:00.0","16","0","0","0","0","0","189","48","0","0"
"1998-12-02 08:10:00.0","0","0","0","0","0","0","264","67","0","0"
"1998-12-02 08:20:00.0","0","0","0","0","0","0","311","80","0","0"
"1998-12-02 08:30:00.0","0","0","0","0","0","0","260","59","0","0"
"1998-12-02 08:40:00.0","13","0","0","0","0","0","254","69","0","0"
"1998-12-02 08:50:00.0","18","0","0","0","0","0","674","36","504","0"
"1998-12-02 09:00:00.0","0","0","0","0","0","0","199","28","50","0"
"1998-12-02 09:10:00.0","0","0","0","0","0","0","390","1","245","0"
"1998-12-02 09:20:00.0","0","0","0","0","0","0","172","0","30","0"
"1998-12-02 09:30:00.0","11","0","0","0","0","0","190","0","28","0"
"1998-12-02 09:40:00.0","18","0","0","0","0","0","181","0","27","0"
"1998-12-02 09:50:00.0","2","0","0","0","0","0","149","0","41","0"
"1998-12-02 10:00:00.0","0","0","0","0","0","0","174","0","75","0"
"1998-12-02 10:10:00.0","0","206","0","0","0","0","460","0","146","0"
"1998-12-02 10:20:00.0","7","340","0","0","0","0","981","2","497","0"
"1998-12-02 10:30:00.0","18","306","0","0","0","0","484","6","56","0"
"1998-12-02 10:40:00.0","4","315","0","0","0","0","488","0","29","0"
"1998-12-02 10:50:00.0","0","300","0","0","0","0","625","12","22","0"
"1998-12-02 11:00:00.0","0","219","0","0","0","0","714","22","39","0"
"1998-12-02 11:10:00.0","19","206","0","0","0","0","711","23","32","0"
"1998-12-02 11:20:00.0","12","194","0","0","0","0","359","24","64","0"
"1998-12-02 11:30:00.0","0","191","0","0","0","0","294","24","0","0"
"1998-12-02 11:40:00.0","0","203","0","0","0","0","371","24","0","0"
"1998-12-02 11:50:00.0","1","189","0","0","0","0","284","24","0","0"
"1998-12-02 12:00:00.0","20","172","0","0","0","0","275","25","0","0"
"1998-12-02 12:10:00.0","14","174","0","0","0","0","299","0","0","0"
"1998-12-02 12:20:00.0","0","114","0","0","0","0","157","0","0","0"
"1998-12-02 12:30:00.0","0","13","0","0","0","0","124","4","0","0"
"1998-12-02 12:40:00.0","1","8","0","0","0","0","40","0","0","0"
"1998-12-02 12:50:00.0","19","0","0","0","0","0","118","0","0","40"
"1998-12-02 13:00:00.0","16","0","0","0","0","0","425","0","0","370"
"1998-12-02 13:10:00.0","0","0","0","0","0","0","410","0","0","370"
"1998-12-02 13:20:00.0","0","0","0","0","0","0","310","0","0","231"
"1998-12-02 13:30:00.0","0","0","0","0","0","0","312","23","0","204"
"1998-12-02 13:40:00.0","18","0","0","0","0","0","161","0","0","88"
"1998-12-02 13:50:00.0","17","0","0","0","0","0","316","0","0","211"
"1998-12-02 14:00:00.0","0","0","0","0","0","0","57","0","0","30"
"1998-12-02 14:10:00.0","0","0","0","0","0","0","184","0","0","156"
"1998-12-02 14:20:00.0","0","0","0","0","0","0","54","0","0","0"
"1998-12-02 14:30:00.0","16","0","0","0","0","0","207","0","0","165"
"1998-12-02 14:40:00.0","18","0","0","0","0","0","131","0","0","0"
"1998-12-02 14:50:00.0","0","0","0","0","0","0","74","0","0","0"
"1998-12-02 15:00:00.0","0","0","0","0","0","0","40","0","0","0"
"1998-12-02 15:10:00.0","0","0","0","0","0","0","50","0","0","0"
"1998-12-02 15:20:00.0","13","0","0","0","0","0","47","0","0","0"
"1998-12-02 15:30:00.0","17","0","0","0","0","0","73","0","0","0"
"1998-12-02 15:40:00.0","0","0","0","0","0","0","39","0","0","0"
"1998-12-02 15:50:00.0","0","0","0","0","0","0","68","0","0","0"
"1998-12-02 16:00:00.0","0","0","0","0","0","0","72","0","0","0"
"1998-12-02 16:10:00.0","8","0","0","0","0","0","67","0","0","0"
"1998-12-02 16:20:00.0","19","0","0","0","0","0","67","0","0","0"
"1998-12-02 16:30:00.0","2","0","0","0","0","0","116","0","0","0"
"1998-12-02 16:40:00.0","0","0","0","0","0","0","136","21","0","0"
"1998-12-02 16:50:00.0","0","0","0","0","0","0","161","47","0","0"
"1998-12-02 17:00:00.0","3","0","0","0","0","0","163","49","0","0"
"1998-12-02 17:10:00.0","19","0","0","0","0","0","178","46","0","0"
"1998-12-02 17:20:00.0","7","0","0","0","0","0","218","70","0","0"
"1998-12-02 17:30:00.0","0","0","0","0","0","0","247","106","0","0"
"1998-12-02 17:40:00.0","0","316","0","0","8","0","601","102","0","0"
"1998-12-02 17:50:00.0","0","295","0","0","4","0","534","59","0","0"
"1998-12-02 18:00:00.0","19","250","0","0","0","0","383","24","0","0"
"1998-12-02 18:10:00.0","13","290","0","0","0","0","461","46","0","0"
"1998-12-02 18:20:00.0","0","219","0","0","8","0","556","139","0","0"
"1998-12-02 18:30:00.0","0","207","0","0","9","0","485","131","0","0"
"1998-12-02 18:40:00.0","0","198","0","0","10","0","471","93","0","0"
"1998-12-02 18:50:00.0","18","214","0","0","9","0","503","102","0","0"
"1998-12-02 19:00:00.0","15","152","0","0","10","0","406","93","0","0"
"1998-12-02 19:10:00.0","0","172","0","0","9","0","477","158","0","0"
"1998-12-02 19:20:00.0","0","119","0","3","10","0","489","157","0","0"
"1998-12-02 19:30:00.0","0","27","0","31","10","0","346","48","0","0"
"1998-12-02 19:40:00.0","18","0","0","31","10","0","254","40","0","0"
"1998-12-02 19:50:00.0","17","0","0","32","9","0","269","43","0","0"
"1998-12-02 20:00:00.0","0","0","0","16","10","0","264","70","0","0"
"1998-12-02 20:10:00.0","0","0","0","0","10","0","232","90","0","0"
"1998-12-02 20:20:00.0","6","0","0","0","10","0","254","68","0","0"
"1998-12-02 20:30:00.0","19","0","0","0","10","0","214","69","0","0"
"1998-12-02 20:40:00.0","9","0","0","0","10","0","248","52","0","0"
"1998-12-02 20:50:00.0","0","0","0","0","9","0","304","59","0","0"
"1998-12-02 21:00:00.0","0","0","0","0","10","0","222","33","0","0"
"1998-12-02 21:10:00.0","4","0","0","0","10","0","269","11","0","0"
"1998-12-02 21:20:00.0","19","0","0","0","10","0","263","3","0","0"
"1998-12-02 21:30:00.0","9","0","0","0","10","0","257","0","0","0"
"1998-12-02 21:40:00.0","0","0","0","0","9","0","264","0","0","0"
"1998-12-02 21:50:00.0","0","0","0","0","10","0","276","0","0","0"
"1998-12-02 22:00:00.0","4","0","0","0","10","0","274","0","0","0"
"1998-12-02 22:10:00.0","19","0","0","0","10","0","304","0","0","0"
"1998-12-02 22:20:00.0","10","0","0","0","9","0","313","0","0","0"
"1998-12-02 22:30:00.0","0","0","0","0","2","0","260","3","0","0"
"1998-12-02 22:40:00.0","0","0","0","0","0","0","231","0","0","0"
"1998-12-02 22:50:00.0","4","0","0","0","0","0","181","0","0","0"
"1998-12-02 23:00:00.0","19","0","0","0","0","0","193","0","0","0"
"1998-12-02 23:10:00.0","11","0","0","0","0","0","187","0","0","0"
"1998-12-02 23:20:00.0","0","0","0","0","0","0","181","0","0","0"
"1998-12-02 23:30:00.0","0","0","0","0","0","0","197","0","0","0"
"1998-12-02 23:40:00.0","3","0","0","0","0","0","189","0","0","0"
"1998-12-02 23:50:00.0","19","0","0","0","0","0","193","0","0","0"
"1998-12-03 00:00:00.0","12","0","0","0","0","0","187","0","0","0"
"1998-12-03 00:10:00.0","0","0","0","0","0","0","178","0","0","0"
"1998-12-03 00:20:00.0","0","0","0","0","0","0","182","0","0","0"
"1998-12-03 00:30:00.0","2","0","0","0","0","0","199","0","0","0"
"1998-12-03 00:40:00.0","20","0","0","0","0","0","206","0","0","0"
"1998-12-03 00:50:00.0","11","0","0","0","0","0","206","0","0","0"
"1998-12-03 01:00:00.0","0","0","0","0","0","0","180","0","0","0"
"1998-12-03 01:10:00.0","0","0","0","0","0","0","175","0","0","0"
"1998-12-03 01:20:00.0","2","0","0","0","0","0","176","0","0","0"
"1998-12-03 01:30:00.0","19","0","0","0","0","0","193","0","0","0"
"1998-12-03 01:40:00.0","12","0","0","0","0","0","188","0","0","0"
"1998-12-03 01:50:00.0","0","0","0","0","0","0","219","0","0","42"
"1998-12-03 02:00:00.0","0","0","0","0","0","0","548","0","0","369"
"1998-12-03 02:10:00.0","1","0","0","0","0","0","564","0","0","367"
"1998-12-03 02:20:00.0","19","0","0","0","0","0","565","0","0","370"
"1998-12-03 02:30:00.0","12","0","0","0","0","0","561","0","0","368"
"1998-12-03 02:40:00.0","0","0","0","0","0","0","569","0","0","371"
"1998-12-03 02:50:00.0","0","0","0","0","0","0","545","0","0","370"
"1998-12-03 03:00:00.0","0","0","0","0","0","0","549","0","0","370"
"1998-12-03 03:10:00.0","18","0","0","0","0","0","568","0","0","373"
"1998-12-03 03:20:00.0","14","0","0","0","0","0","572","0","0","374"
"1998-12-03 03:30:00.0","0","0","0","0","0","0","568","0","0","366"
"1998-12-03 03:40:00.0","0","0","0","0","0","0","279","19","0","62"
"1998-12-03 03:50:00.0","0","0","0","0","0","0","597","22","0","372"
"1998-12-03 04:00:00.0","17","0","0","0","0","0","349","63","0","53"
"1998-12-03 04:10:00.0","15","0","0","0","0","0","443","42","0","192"
"1998-12-03 04:20:00.0","0","0","0","0","0","0","295","0","0","118"
"1998-12-03 04:30:00.0","0","0","0","0","0","0","261","0","0","83"
"1998-12-03 04:40:00.0","0","0","0","0","0","0","229","0","0","43"
