"Time","Clothes drier (with condenser) ()","Dish washer (12 place setting)","Electric oven ()","Fridge freezer (Kitchen, 182l/48l)","Hot plate (3 gas, 1elec)","Microwave oven (1,35kW)","Site consumption ()","Total site light consumption ()","TV (51cm)","Vertical freezer (Kitchen, 265l)","Washing machine ()"
"1998-12-09 10:10:00.0","0","0","0","0","0","12","52","0","13","12","0"
"1998-12-09 10:20:00.0","0","0","0","0","0","0","49","0","12","20","0"
"1998-12-09 10:30:00.0","0","0","0","12","0","0","50","1","12","6","0"
"1998-12-09 10:40:00.0","0","0","0","12","0","0","53","0","13","9","0"
"1998-12-09 10:50:00.0","0","0","0","6","0","0","57","2","13","18","0"
"1998-12-09 11:00:00.0","0","0","0","0","0","0","48","15","12","0","0"
"1998-12-09 11:10:00.0","0","0","0","0","0","0","50","3","13","16","0"
"1998-12-09 11:20:00.0","0","0","0","0","0","0","59","18","12","10","0"
"1998-12-09 11:30:00.0","0","0","0","0","0","0","42","5","13","4","0"
"1998-12-09 11:40:00.0","0","0","0","0","0","0","42","0","5","19","0"
"1998-12-09 11:50:00.0","0","0","0","0","0","48","69","2","0","6","0"
"1998-12-09 12:00:00.0","0","0","0","0","0","5","41","4","0","20","0"
"1998-12-09 12:10:00.0","0","0","0","0","0","0","46","8","0","18","0"
"1998-12-09 12:20:00.0","0","0","0","0","0","45","62","2","0","0","0"
"1998-12-09 12:30:00.0","0","0","0","0","0","1","35","1","0","17","0"
"1998-12-09 12:40:00.0","0","0","0","0","0","0","38","14","0","8","0"
"1998-12-09 12:50:00.0","0","0","0","0","0","0","38","14","0","8","0"
"1998-12-09 13:00:00.0","0","0","0","10","0","12","54","0","0","19","0"
"1998-12-09 13:10:00.0","0","0","0","12","0","0","31","2","0","0","0"
"1998-12-09 13:20:00.0","0","0","0","12","0","18","65","5","0","16","0"
"1998-12-09 13:30:00.0","0","0","0","3","0","1","157","11","0","7","0"
"1998-12-09 13:40:00.0","0","0","0","0","0","0","54","1","0","7","0"
"1998-12-09 13:50:00.0","0","0","0","0","0","0","32","4","0","16","0"
"1998-12-09 14:00:00.0","0","0","0","0","0","0","17","3","0","0","0"
"1998-12-09 14:10:00.0","0","0","0","0","0","0","28","0","0","14","0"
"1998-12-09 14:20:00.0","0","0","0","0","0","0","22","1","0","7","0"
"1998-12-09 14:30:00.0","0","16","0","0","0","0","51","15","0","6","0"
"1998-12-09 14:40:00.0","0","6","0","0","0","0","46","12","0","15","0"
"1998-12-09 14:50:00.0","0","0","0","0","0","0","14","0","0","0","0"
"1998-12-09 15:00:00.0","0","0","0","0","0","0","30","0","0","17","0"
"1998-12-09 15:10:00.0","0","0","0","0","0","0","25","7","0","4","0"
"1998-12-09 15:20:00.0","0","0","0","0","0","0","24","0","0","10","0"
"1998-12-09 15:30:00.0","0","0","0","0","0","0","25","0","0","13","0"
"1998-12-09 15:40:00.0","0","0","0","0","0","0","15","0","0","0","0"
"1998-12-09 15:50:00.0","0","0","0","0","0","0","32","0","0","19","0"
"1998-12-09 16:00:00.0","0","0","0","0","0","0","17","0","0","4","0"
"1998-12-09 16:10:00.0","0","0","0","0","0","0","29","3","0","11","0"
"1998-12-09 16:20:00.0","0","0","0","0","0","0","29","4","0","12","0"
"1998-12-09 16:30:00.0","0","0","0","11","0","0","33","5","0","3","0"
"1998-12-09 16:40:00.0","0","0","0","12","0","0","49","6","0","20","0"
"1998-12-09 16:50:00.0","0","0","0","11","0","0","33","7","0","1","0"
"1998-12-09 17:00:00.0","0","0","0","4","0","0","36","5","0","14","0"
"1998-12-09 17:10:00.0","0","0","0","0","0","0","31","8","0","10","0"
"1998-12-09 17:20:00.0","0","0","0","0","0","0","26","5","0","6","0"
"1998-12-09 17:30:00.0","0","0","0","0","0","0","42","12","0","17","0"
"1998-12-09 17:40:00.0","0","0","0","0","0","0","63","38","8","0","0"
"1998-12-09 17:50:00.0","0","0","0","0","0","0","84","38","12","16","0"
"1998-12-09 18:00:00.0","0","0","0","0","0","0","79","38","12","7","0"
"1998-12-09 18:10:00.0","0","0","0","1","0","0","89","40","0","8","0"
"1998-12-09 18:20:00.0","0","0","0","13","0","0","116","47","1","16","0"
"1998-12-09 18:30:00.0","0","0","0","11","0","0","106","52","1","1","0"
"1998-12-09 18:40:00.0","0","0","0","7","0","0","116","52","0","19","0"
"1998-12-09 18:50:00.0","0","0","0","0","0","51","151","52","3","6","0"
"1998-12-09 19:00:00.0","0","0","0","0","0","40","171","42","12","21","0"
"1998-12-09 19:10:00.0","0","0","0","0","0","0","98","39","13","8","0"
"1998-12-09 19:20:00.0","0","0","0","0","0","0","98","40","12","7","0"
"1998-12-09 19:30:00.0","0","0","0","0","0","0","88","33","3","19","0"
"1998-12-09 19:40:00.0","0","0","0","0","0","0","66","28","0","1","0"
"1998-12-09 19:50:00.0","0","0","0","0","0","33","103","24","3","17","0"
"1998-12-09 20:00:00.0","0","0","0","0","0","0","75","28","12","19","0"
"1998-12-09 20:10:00.0","0","0","0","0","0","0","64","27","13","7","0"
"1998-12-09 20:20:00.0","0","0","0","0","0","0","69","28","12","11","0"
"1998-12-09 20:30:00.0","0","0","0","0","0","0","83","27","12","16","0"
"1998-12-09 20:40:00.0","0","0","0","1","0","0","80","9","13","0","0"
"1998-12-09 20:50:00.0","0","0","0","12","0","0","88","13","12","16","0"
"1998-12-09 21:00:00.0","0","0","0","12","0","15","93","31","12","6","0"
"1998-12-09 21:10:00.0","0","0","0","11","0","1","83","33","12","7","0"
"1998-12-09 21:20:00.0","0","0","0","0","0","0","74","27","12","17","0"
"1998-12-09 21:30:00.0","0","0","0","0","0","0","60","25","13","0","0"
"1998-12-09 21:40:00.0","0","0","0","0","0","0","74","24","12","16","0"
"1998-12-09 21:50:00.0","0","0","0","0","0","0","56","13","10","10","0"
"1998-12-09 22:00:00.0","0","0","0","0","0","0","45","7","12","5","0"
"1998-12-09 22:10:00.0","0","0","0","0","0","0","57","9","12","19","0"
"1998-12-09 22:20:00.0","0","0","0","0","0","0","37","3","12","2","0"
"1998-12-09 22:30:00.0","0","0","0","0","0","0","47","4","12","13","0"
"1998-12-09 22:40:00.0","0","0","0","0","0","0","48","3","12","15","0"
"1998-12-09 22:50:00.0","0","0","0","0","0","0","34","3","12","0","0"
"1998-12-09 23:00:00.0","0","0","0","3","0","0","54","4","12","17","0"
"1998-12-09 23:10:00.0","0","0","0","12","0","0","53","3","11","8","0"
"1998-12-09 23:20:00.0","0","0","0","12","0","0","52","3","12","6","0"
"1998-12-09 23:30:00.0","0","0","0","11","0","0","61","4","12","19","0"
"1998-12-09 23:40:00.0","0","0","0","0","0","0","36","3","12","0","0"
"1998-12-09 23:50:00.0","0","0","0","0","0","0","54","9","11","16","0"
"1998-12-10 00:00:00.0","0","0","0","0","0","0","42","2","12","9","0"
"1998-12-10 00:10:00.0","0","0","0","0","0","0","39","0","12","5","0"
"1998-12-10 00:20:00.0","0","0","0","0","0","0","48","0","12","20","0"
"1998-12-10 00:30:00.0","0","0","0","0","0","0","33","0","12","7","0"
"1998-12-10 00:40:00.0","0","0","0","0","0","0","46","0","13","7","0"
"1998-12-10 00:50:00.0","0","0","0","0","0","0","41","0","12","10","0"
"1998-12-10 01:00:00.0","0","0","0","0","0","0","36","0","11","5","0"
"1998-12-10 01:10:00.0","0","0","0","0","0","0","41","0","5","19","0"
"1998-12-10 01:20:00.0","0","0","0","0","0","0","21","0","0","1","0"
"1998-12-10 01:30:00.0","0","0","0","0","0","0","33","0","0","13","0"
"1998-12-10 01:40:00.0","0","0","0","0","0","0","32","0","0","13","0"
"1998-12-10 01:50:00.0","0","0","0","0","0","0","22","0","0","0","0"
"1998-12-10 02:00:00.0","0","0","0","12","0","0","50","0","0","20","0"
"1998-12-10 02:10:00.0","0","0","0","12","0","0","35","0","0","4","0"
"1998-12-10 02:20:00.0","0","0","0","9","0","0","39","0","0","10","0"
"1998-12-10 02:30:00.0","0","0","0","0","0","0","34","0","0","15","0"
"1998-12-10 02:40:00.0","0","0","0","0","0","0","21","0","0","0","0"
"1998-12-10 02:50:00.0","0","0","0","0","0","0","37","0","0","18","0"
"1998-12-10 03:00:00.0","0","0","0","0","0","0","25","0","0","5","0"
"1998-12-10 03:10:00.0","0","0","0","0","0","0","30","0","0","10","0"
"1998-12-10 03:20:00.0","0","0","0","0","0","0","33","0","0","14","0"
"1998-12-10 03:30:00.0","0","0","0","0","0","0","21","0","0","0","0"
"1998-12-10 03:40:00.0","0","0","0","0","0","0","38","0","0","20","0"
"1998-12-10 03:50:00.0","0","0","0","0","0","0","24","0","0","3","0"
"1998-12-10 04:00:00.0","0","0","0","0","0","0","31","0","0","11","0"
"1998-12-10 04:10:00.0","0","0","0","0","0","0","31","0","0","13","0"
"1998-12-10 04:20:00.0","0","0","0","0","0","0","21","0","0","0","0"
"1998-12-10 04:30:00.0","0","0","0","0","0","0","39","2","0","20","0"
"1998-12-10 04:40:00.0","0","0","0","0","0","0","26","4","0","4","0"
"1998-12-10 04:50:00.0","0","0","0","0","0","0","30","0","0","10","0"
"1998-12-10 05:00:00.0","0","0","0","7","0","0","39","1","0","13","0"
"1998-12-10 05:10:00.0","0","0","0","12","0","0","32","0","0","0","0"
"1998-12-10 05:20:00.0","0","0","0","11","0","0","47","0","0","20","0"
"1998-12-10 05:30:00.0","0","0","0","1","0","0","24","0","0","4","0"
"1998-12-10 05:40:00.0","0","0","0","0","0","0","30","0","0","11","0"
"1998-12-10 05:50:00.0","0","0","0","0","0","0","30","0","0","12","0"
"1998-12-10 06:00:00.0","0","0","0","0","0","0","22","0","0","1","0"
"1998-12-10 06:10:00.0","0","0","0","0","0","0","37","0","0","20","0"
"1998-12-10 06:20:00.0","0","0","0","0","0","0","21","0","0","2","0"
"1998-12-10 06:30:00.0","0","0","0","0","0","0","31","0","0","12","0"
"1998-12-10 06:40:00.0","0","0","0","0","0","0","29","0","0","11","0"
"1998-12-10 06:50:00.0","0","0","0","0","0","0","24","0","0","3","0"
"1998-12-10 07:00:00.0","0","0","0","0","0","0","36","0","0","20","0"
"1998-12-10 07:10:00.0","0","0","0","0","0","26","46","4","0","0","0"
"1998-12-10 07:20:00.0","0","0","0","0","0","7","44","4","0","14","0"
"1998-12-10 07:30:00.0","0","0","0","0","0","0","31","5","0","8","0"
"1998-12-10 07:40:00.0","0","0","0","0","0","0","37","13","0","4","0"
"1998-12-10 07:50:00.0","0","0","0","0","0","0","62","28","0","17","0"
"1998-12-10 08:00:00.0","0","0","0","0","0","0","51","33","0","1","0"
"1998-12-10 08:10:00.0","0","0","0","11","0","0","72","27","0","16","0"
"1998-12-10 08:20:00.0","0","0","0","12","0","0","190","23","0","6","135"
"1998-12-10 08:30:00.0","0","0","0","9","0","0","372","0","0","8","342"
"1998-12-10 08:40:00.0","0","0","0","0","0","0","205","0","0","16","176"
"1998-12-10 08:50:00.0","0","0","0","0","0","0","33","2","0","0","21"
"1998-12-10 09:00:00.0","0","0","0","0","0","0","47","2","0","17","16"
"1998-12-10 09:10:00.0","0","0","0","0","0","0","35","3","0","6","13"
"1998-12-10 09:20:00.0","0","0","0","0","0","16","49","1","0","8","9"
"1998-12-10 09:30:00.0","0","0","0","0","0","0","40","0","0","16","11"
"1998-12-10 09:40:00.0","0","0","0","0","0","0","32","0","0","0","18"
"1998-12-10 09:50:00.0","0","0","0","0","0","0","52","0","0","18","19"
"1998-12-10 10:00:00.0","0","0","0","0","0","0","24","0","0","6","0"
"1998-12-10 10:10:00.0","0","0","0","0","0","0","27","0","0","8","0"
"1998-12-10 10:20:00.0","0","0","0","0","0","0","33","0","0","16","0"
"1998-12-10 10:30:00.0","0","0","0","0","0","0","19","0","0","1","0"
"1998-12-10 10:40:00.0","0","0","0","0","0","0","34","0","0","17","0"
"1998-12-10 10:50:00.0","0","0","0","0","0","0","25","0","0","7","0"
"1998-12-10 11:00:00.0","0","0","0","6","0","0","32","0","0","7","0"
"1998-12-10 11:10:00.0","0","0","0","12","0","0","44","0","0","16","0"
"1998-12-10 11:20:00.0","0","0","0","11","0","0","30","0","0","0","0"
"1998-12-10 11:30:00.0","0","0","0","2","0","0","35","0","0","16","0"
"1998-12-10 11:40:00.0","0","0","0","0","0","0","24","0","0","6","0"
"1998-12-10 11:50:00.0","0","0","0","0","0","0","27","0","0","8","0"
"1998-12-10 12:00:00.0","0","0","0","0","0","0","30","0","0","13","0"
"1998-12-10 12:10:00.0","0","0","0","0","0","23","52","0","0","12","0"
"1998-12-10 12:20:00.0","0","0","0","0","0","0","42","4","0","19","0"
"1998-12-10 12:30:00.0","0","0","0","0","0","0","29","3","0","3","0"
"1998-12-10 12:40:00.0","0","0","0","0","0","0","36","3","0","11","0"
"1998-12-10 12:50:00.0","0","0","0","0","0","0","40","3","0","17","0"
"1998-12-10 13:00:00.0","0","0","0","0","0","0","26","4","0","0","0"
"1998-12-10 13:10:00.0","0","0","0","0","0","0","41","3","0","17","0"
"1998-12-10 13:20:00.0","0","0","0","0","0","0","35","3","0","11","0"
"1998-12-10 13:30:00.0","0","0","0","0","0","0","30","3","0","4","0"
"1998-12-10 13:40:00.0","0","0","0","0","0","0","40","2","0","19","0"
"1998-12-10 13:50:00.0","0","0","0","0","0","0","27","0","4","4","0"
"1998-12-10 14:00:00.0","0","0","0","6","0","3","51","0","12","11","0"
"1998-12-10 14:10:00.0","0","0","0","12","0","4","58","1","2","15","0"
"1998-12-10 14:20:00.0","0","0","0","12","0","4","33","4","0","0","0"
"1998-12-10 14:30:00.0","0","0","0","1","0","0","32","0","0","18","0"
"1998-12-10 14:40:00.0","0","0","0","0","0","0","21","0","0","8","0"
"1998-12-10 14:50:00.0","0","0","0","0","0","0","22","0","0","6","0"
"1998-12-10 15:00:00.0","0","0","0","0","0","0","31","0","0","19","0"
"1998-12-10 15:10:00.0","0","0","0","0","0","0","15","0","0","0","0"
"1998-12-10 15:20:00.0","0","0","0","0","0","0","29","0","0","15","0"
"1998-12-10 15:30:00.0","0","0","0","0","0","0","23","0","0","10","0"
"1998-12-10 15:40:00.0","0","0","0","0","0","0","21","0","0","5","0"
"1998-12-10 15:50:00.0","0","0","0","0","0","0","31","0","0","19","0"
"1998-12-10 16:00:00.0","0","0","0","0","0","0","15","0","0","1","0"
"1998-12-10 16:10:00.0","0","0","0","0","0","0","29","0","0","15","0"
"1998-12-10 16:20:00.0","0","0","0","0","0","0","23","0","0","9","0"
"1998-12-10 16:30:00.0","0","0","0","0","0","0","21","0","0","6","0"
"1998-12-10 16:40:00.0","0","0","0","0","0","0","29","0","0","18","0"
"1998-12-10 16:50:00.0","0","0","0","0","0","0","15","0","0","0","0"
"1998-12-10 17:00:00.0","0","0","0","8","0","0","39","0","0","17","0"
"1998-12-10 17:10:00.0","0","0","0","12","0","0","32","0","0","7","0"
"1998-12-10 17:20:00.0","0","0","0","10","0","0","33","0","0","8","0"
"1998-12-10 17:30:00.0","0","0","0","0","0","0","28","0","0","16","0"
"1998-12-10 17:40:00.0","0","0","0","0","0","0","15","0","0","0","0"
"1998-12-10 17:50:00.0","0","0","0","0","0","0","43","11","0","18","0"
"1998-12-10 18:00:00.0","0","0","0","0","0","0","48","29","0","6","0"
"1998-12-10 18:10:00.0","174","0","0","0","0","0","237","38","0","9","0"
"1998-12-10 18:20:00.0","353","298","0","0","0","0","875","36","1","13","163"
"1998-12-10 18:30:00.0","344","447","0","0","0","0","1184","34","11","2","317"
"1998-12-10 18:40:00.0","105","127","0","0","0","0","527","34","7","20","216"
"1998-12-10 18:50:00.0","24","23","0","0","0","0","108","34","0","1","19"
"1998-12-10 19:00:00.0","0","159","0","0","0","0","227","31","0","14","15"
"1998-12-10 19:10:00.0","0","365","0","0","0","0","434","31","0","10","11"
"1998-12-10 19:20:00.0","0","169","0","12","0","0","250","35","0","5","10"
"1998-12-10 19:30:00.0","0","0","0","12","0","23","113","33","0","20","12"
"1998-12-10 19:40:00.0","0","0","0","11","0","0","86","32","0","0","23"
"1998-12-10 19:50:00.0","0","0","0","4","0","0","84","32","0","16","16"
"1998-12-10 20:00:00.0","0","0","0","0","0","0","62","31","0","10","0"
"1998-12-10 20:10:00.0","0","0","0","0","0","0","55","32","0","5","0"
"1998-12-10 20:20:00.0","0","0","0","0","0","0","77","42","0","19","0"
"1998-12-10 20:30:00.0","0","0","0","0","0","0","58","39","0","0","0"
"1998-12-10 20:40:00.0","0","0","0","0","0","0","64","29","0","17","0"
"1998-12-10 20:50:00.0","0","0","0","0","0","0","43","14","0","7","0"
"1998-12-10 21:00:00.0","0","3","0","0","0","0","41","7","0","9","0"
"1998-12-10 21:10:00.0","0","19","0","0","0","0","62","9","0","16","0"
"1998-12-10 21:20:00.0","0","0","0","0","0","0","33","10","0","0","0"
"1998-12-10 21:30:00.0","0","0","0","0","0","0","47","7","0","19","0"
"1998-12-10 21:40:00.0","0","0","0","11","0","0","57","7","0","20","0"
"1998-12-10 21:50:00.0","0","0","0","12","0","0","56","6","0","19","0"
"1998-12-10 22:00:00.0","0","0","0","9","0","0","47","7","0","12","0"
"1998-12-10 22:10:00.0","0","0","0","0","0","0","31","4","0","5","0"
"1998-12-10 22:20:00.0","0","0","0","0","0","0","43","4","0","19","0"
"1998-12-10 22:30:00.0","0","0","0","0","0","0","24","4","0","3","0"
"1998-12-10 22:40:00.0","0","0","0","0","0","0","35","4","0","14","0"
"1998-12-10 22:50:00.0","0","0","0","0","0","0","33","5","0","12","0"
"1998-12-10 23:00:00.0","0","0","0","0","0","0","31","8","0","4","0"
"1998-12-10 23:10:00.0","0","0","0","0","0","0","48","5","7","20","0"
"1998-12-10 23:20:00.0","0","0","0","0","0","0","36","4","12","1","0"
"1998-12-10 23:30:00.0","0","0","0","0","0","0","49","4","13","15","0"
"1998-12-10 23:40:00.0","0","0","0","0","0","0","45","6","12","10","0"
"1998-12-10 23:50:00.0","0","0","0","0","0","0","41","4","12","6","0"
"1998-12-11 00:00:00.0","0","0","0","0","0","0","50","4","12","18","0"
"1998-12-11 00:10:00.0","0","0","0","0","0","0","34","5","12","0","0"
"1998-12-11 00:20:00.0","0","0","0","0","0","0","50","4","12","18","0"
"1998-12-11 00:30:00.0","0","0","0","9","0","0","48","4","12","7","0"
"1998-12-11 00:40:00.0","0","0","0","12","0","0","53","4","12","9","0"
"1998-12-11 00:50:00.0","0","0","0","9","0","0","56","4","12","15","0"
"1998-12-11 01:00:00.0","0","0","0","0","0","0","30","4","8","1","0"
"1998-12-11 01:10:00.0","0","0","0","0","0","0","40","4","0","19","0"
"1998-12-11 01:20:00.0","0","0","0","0","0","0","26","4","0","4","0"
"1998-12-11 01:30:00.0","0","0","0","0","0","0","33","4","0","12","0"
"1998-12-11 01:40:00.0","0","0","0","0","0","0","32","4","0","11","0"
"1998-12-11 01:50:00.0","0","0","0","0","0","0","27","4","0","5","0"
"1998-12-11 02:00:00.0","0","0","0","0","0","0","39","4","0","18","0"
"1998-12-11 02:10:00.0","0","0","0","0","0","0","22","5","0","1","0"
"1998-12-11 02:20:00.0","0","0","0","0","0","0","37","4","0","16","0"
"1998-12-11 02:30:00.0","0","0","0","0","0","0","28","3","0","7","0"
"1998-12-11 02:40:00.0","0","0","0","0","0","0","28","0","0","9","0"
"1998-12-11 02:50:00.0","0","0","0","0","0","0","31","1","0","14","0"
"1998-12-11 03:00:00.0","0","0","0","0","0","0","25","4","0","1","0"
"1998-12-11 03:10:00.0","0","0","0","0","0","0","39","4","0","20","0"
"1998-12-11 03:20:00.0","0","0","0","8","0","0","33","4","0","2","0"
"1998-12-11 03:30:00.0","0","0","0","12","0","0","46","4","0","14","0"
"1998-12-11 03:40:00.0","0","0","0","10","0","0","39","4","0","9","0"
"1998-12-11 03:50:00.0","0","0","0","0","0","0","29","4","0","7","0"
"1998-12-11 04:00:00.0","0","0","0","0","0","0","36","4","0","15","0"
"1998-12-11 04:10:00.0","0","0","0","0","0","0","23","4","0","1","0"
"1998-12-11 04:20:00.0","0","0","0","0","0","0","39","4","0","20","0"
"1998-12-11 04:30:00.0","0","0","0","0","0","0","25","5","0","2","0"
"1998-12-11 04:40:00.0","0","0","0","0","0","0","34","4","0","13","0"
"1998-12-11 04:50:00.0","0","0","0","0","0","0","33","4","0","10","0"
"1998-12-11 05:00:00.0","0","0","0","0","0","0","32","4","0","6","0"
"1998-12-11 05:10:00.0","0","0","0","0","0","0","41","4","0","17","0"
"1998-12-11 05:20:00.0","0","0","0","0","0","0","26","4","0","0","0"
"1998-12-11 05:30:00.0","0","0","0","0","0","0","43","4","0","18","0"
"1998-12-11 05:40:00.0","0","0","0","0","0","0","31","4","0","5","0"
"1998-12-11 05:50:00.0","0","0","0","0","0","0","36","4","0","11","0"
"1998-12-11 06:00:00.0","0","0","0","0","0","0","37","4","0","12","0"
"1998-12-11 06:10:00.0","0","0","0","2","0","0","32","4","0","3","0"
"1998-12-11 06:20:00.0","0","0","0","12","0","0","55","4","0","19","0"
"1998-12-11 06:30:00.0","0","0","0","12","0","0","37","4","0","0","0"
"1998-12-11 06:40:00.0","0","0","0","4","0","0","44","4","0","17","0"
"1998-12-11 06:50:00.0","0","0","0","0","0","0","32","4","0","6","0"
"1998-12-11 07:00:00.0","0","0","0","0","0","0","34","5","0","9","0"
"1998-12-11 07:10:00.0","0","0","0","0","0","16","53","4","0","14","0"
"1998-12-11 07:20:00.0","0","0","0","0","0","0","28","4","0","1","0"
"1998-12-11 07:30:00.0","0","0","0","0","0","0","40","4","0","17","0"
"1998-12-11 07:40:00.0","0","0","0","0","0","0","33","8","0","0","0"
"1998-12-11 07:50:00.0","0","0","0","0","0","0","98","14","0","14","0"
"1998-12-11 08:00:00.0","0","0","0","0","0","0","50","33","0","0","0"
"1998-12-11 08:10:00.0","0","0","0","0","0","0","67","34","0","20","0"
"1998-12-11 08:20:00.0","0","0","0","0","0","0","36","19","0","1","0"
"1998-12-11 08:30:00.0","0","0","0","0","0","0","45","18","0","13","0"
"1998-12-11 08:40:00.0","0","0","0","0","0","0","41","18","0","8","0"
"1998-12-11 08:50:00.0","0","0","0","0","0","0","43","21","0","6","0"
"1998-12-11 09:00:00.0","0","0","0","0","0","0","40","20","0","6","0"
"1998-12-11 09:10:00.0","0","0","0","3","0","0","51","23","0","9","0"
"1998-12-11 09:20:00.0","0","0","0","12","0","0","64","27","0","13","0"
"1998-12-11 09:30:00.0","0","0","0","12","0","0","54","26","0","0","0"
"1998-12-11 09:40:00.0","0","0","0","3","0","0","47","12","0","21","0"
"1998-12-11 09:50:00.0","0","0","0","0","0","0","18","0","0","2","0"
"1998-12-11 10:00:00.0","0","0","0","0","0","0","27","0","0","13","0"
"1998-12-11 10:10:00.0","0","0","0","0","0","0","24","0","0","10","0"
"1998-12-11 10:20:00.0","0","0","0","0","0","0","20","0","0","5","0"
"1998-12-11 10:30:00.0","0","0","0","0","0","0","30","0","0","17","0"
"1998-12-11 10:40:00.0","0","0","0","0","0","0","15","0","0","0","0"
"1998-12-11 10:50:00.0","0","0","0","0","0","0","32","0","0","19","0"
"1998-12-11 11:00:00.0","0","0","0","0","0","0","19","0","0","4","0"
"1998-12-11 11:10:00.0","0","0","0","0","0","0","26","0","0","12","0"
"1998-12-11 11:20:00.0","0","0","0","0","0","0","23","0","0","9","0"
"1998-12-11 11:30:00.0","0","0","0","0","0","0","22","0","0","7","0"
"1998-12-11 11:40:00.0","0","0","0","0","0","0","29","0","0","16","0"
"1998-12-11 11:50:00.0","0","0","0","0","0","0","20","5","0","0","0"
"1998-12-11 12:00:00.0","0","0","0","7","0","0","54","15","0","19","0"
"1998-12-11 12:10:00.0","0","0","0","12","0","0","41","10","0","4","0"
"1998-12-11 12:20:00.0","0","0","0","11","0","37","85","14","0","12","0"
"1998-12-11 12:30:00.0","0","0","0","2","0","0","49","14","0","21","0"
"1998-12-11 12:40:00.0","0","0","0","0","0","0","46","14","0","19","0"
"1998-12-11 12:50:00.0","0","0","0","0","0","0","40","14","0","13","0"
"1998-12-11 13:00:00.0","0","0","0","0","0","0","38","17","0","5","0"
"1998-12-11 13:10:00.0","0","0","0","0","0","0","253","20","0","20","203"
"1998-12-11 13:20:00.0","0","0","0","0","0","0","358","8","0","5","329"
"1998-12-11 13:30:00.0","0","0","0","0","0","0","363","9","0","11","334"
"1998-12-11 13:40:00.0","0","0","0","3","0","0","374","8","0","15","338"
"1998-12-11 13:50:00.0","0","0","0","12","0","0","295","8","0","1","261"
"1998-12-11 14:00:00.0","0","0","0","12","0","0","62","9","0","19","20"
"1998-12-11 14:10:00.0","0","0","0","11","0","0","42","1","0","6","15"
"1998-12-11 14:20:00.0","0","0","0","2","0","0","40","2","0","11","17"
"1998-12-11 14:30:00.0","0","0","0","0","0","0","40","6","0","14","12"
"1998-12-11 14:40:00.0","0","0","0","0","0","0","26","3","0","2","7"
"1998-12-11 14:50:00.0","0","0","0","0","0","0","43","3","0","20","13"
"1998-12-11 15:00:00.0","0","0","0","0","0","0","37","3","0","2","21"
"1998-12-11 15:10:00.0","0","0","0","0","0","0","42","3","0","14","13"
"1998-12-11 15:20:00.0","0","0","0","0","0","0","27","3","0","11","0"
"1998-12-11 15:30:00.0","0","0","0","0","0","0","31","12","0","5","0"
"1998-12-11 15:40:00.0","0","0","0","0","0","0","54","21","0","19","0"
"1998-12-11 15:50:00.0","0","0","0","0","0","0","39","24","0","0","0"
"1998-12-11 16:00:00.0","0","0","0","0","0","0","51","23","0","16","0"
"1998-12-11 16:10:00.0","0","0","0","0","0","0","45","21","0","9","0"
"1998-12-11 16:20:00.0","0","0","0","0","0","0","44","22","0","6","0"
"1998-12-11 16:30:00.0","0","0","0","10","0","0","60","21","0","17","0"
"1998-12-11 16:40:00.0","0","0","0","12","0","0","48","22","0","0","0"
"1998-12-11 16:50:00.0","0","0","0","12","0","0","63","20","0","18","0"
"1998-12-11 17:00:00.0","0","0","0","3","0","0","45","22","0","6","0"
"1998-12-11 17:10:00.0","0","0","0","0","0","0","47","23","0","10","0"
"1998-12-11 17:20:00.0","0","0","0","0","0","0","34","8","0","14","0"
"1998-12-11 17:30:00.0","0","0","0","0","0","0","21","3","0","2","0"
"1998-12-11 17:40:00.0","0","0","0","0","0","0","36","4","0","20","0"
"1998-12-11 17:50:00.0","0","0","0","0","0","0","26","9","0","1","0"
"1998-12-11 18:00:00.0","0","0","0","0","0","0","36","9","0","14","0"
"1998-12-11 18:10:00.0","0","0","0","0","0","0","35","12","0","10","0"
"1998-12-11 18:20:00.0","0","0","0","0","0","0","59","38","0","6","0"
"1998-12-11 18:30:00.0","0","0","0","0","0","0","70","39","0","17","0"
"1998-12-11 18:40:00.0","0","0","0","0","0","23","82","45","0","0","0"
"1998-12-11 18:50:00.0","0","0","0","0","0","1","71","40","0","18","0"
"1998-12-11 19:00:00.0","0","0","0","0","0","0","47","27","0","6","0"
"1998-12-11 19:10:00.0","0","0","0","6","0","9","53","15","0","9","0"
"1998-12-11 19:20:00.0","0","0","0","13","0","2","51","5","0","20","0"
"1998-12-11 19:30:00.0","0","0","0","11","0","0","38","5","0","9","0"
"1998-12-11 19:40:00.0","0","0","0","7","0","15","73","20","7","7","0"
"1998-12-11 19:50:00.0","0","0","0","0","0","1","67","20","12","19","0"
"1998-12-11 20:00:00.0","0","0","0","0","0","0","48","17","12","0","0"
"1998-12-11 20:10:00.0","0","21","0","0","0","0","81","16","12","17","0"
"1998-12-11 20:20:00.0","0","0","0","0","0","0","52","18","8","8","0"
"1998-12-11 20:30:00.0","0","0","0","0","0","0","58","32","0","9","0"
"1998-12-11 20:40:00.0","0","0","0","0","0","0","59","28","0","15","0"
"1998-12-11 20:50:00.0","0","0","0","0","0","0","58","20","0","1","0"
"1998-12-11 21:00:00.0","0","0","0","0","0","0","58","23","0","20","0"
"1998-12-11 21:10:00.0","0","0","0","4","0","0","67","36","0","3","0"
