"Time","Dish washer (12 place setting, 2,3kW)","Electric Cooker (hot plate+oven) ()","Fridge (Kitchen, 310l)","Microwave oven ()","Non halogen lamp 1 ()","Non halogen lamp 2 ()","Site consumption ()","Total site light consumption ()","TV (67cm)","TV (51cm)","Washing machine (5kg, 2,15kW)"
"1998-12-09 16:50:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-12-09 17:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-09 17:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-09 17:20:00.0","0","0","19","0","0","0","28","0","0","0","0"
"1998-12-09 17:30:00.0","0","0","0","0","0","0","11","1","0","0","0"
"1998-12-09 17:40:00.0","0","0","0","0","0","0","45","26","0","7","0"
"1998-12-09 17:50:00.0","0","0","23","0","0","0","105","62","0","9","0"
"1998-12-09 18:00:00.0","0","142","1","0","0","0","215","51","0","8","1"
"1998-12-09 18:10:00.0","0","321","1","0","0","0","623","62","0","9","210"
"1998-12-09 18:20:00.0","0","75","21","0","0","0","517","80","0","8","314"
"1998-12-09 18:30:00.0","0","0","0","0","0","0","101","64","0","6","20"
"1998-12-09 18:40:00.0","0","0","0","0","0","0","114","84","4","0","15"
"1998-12-09 18:50:00.0","0","0","22","0","0","0","138","55","13","0","40"
"1998-12-09 19:00:00.0","0","0","0","0","0","0","90","38","12","0","31"
"1998-12-09 19:10:00.0","0","0","0","0","0","0","118","34","12","0","63"
"1998-12-09 19:20:00.0","0","0","21","0","0","0","100","32","13","0","24"
"1998-12-09 19:30:00.0","0","0","0","0","0","0","107","36","12","0","50"
"1998-12-09 19:40:00.0","0","0","6","0","0","0","113","42","12","0","0"
"1998-12-09 19:50:00.0","0","0","17","0","0","0","82","36","12","0","0"
"1998-12-09 20:00:00.0","0","0","0","0","0","0","83","54","13","2","0"
"1998-12-09 20:10:00.0","34","0","15","0","0","0","123","44","12","8","0"
"1998-12-09 20:20:00.0","376","0","8","0","0","0","454","32","13","8","0"
"1998-12-09 20:30:00.0","390","0","0","0","0","0","463","31","12","9","0"
"1998-12-09 20:40:00.0","385","0","12","0","0","0","484","42","12","9","0"
"1998-12-09 20:50:00.0","152","0","9","0","0","0","191","0","12","1","0"
"1998-12-09 21:00:00.0","94","0","0","0","0","0","117","0","12","0","0"
"1998-12-09 21:10:00.0","400","0","10","0","0","0","446","0","11","0","0"
"1998-12-09 21:20:00.0","399","0","11","0","0","0","444","0","12","0","0"
"1998-12-09 21:30:00.0","200","0","0","0","0","0","231","0","11","0","0"
"1998-12-09 21:40:00.0","3","0","5","0","0","0","30","0","12","0","0"
"1998-12-09 21:50:00.0","0","0","17","0","0","0","38","0","11","0","0"
"1998-12-09 22:00:00.0","0","0","0","0","0","0","24","1","11","0","0"
"1998-12-09 22:10:00.0","0","0","0","0","0","0","22","0","11","0","0"
"1998-12-09 22:20:00.0","0","0","21","0","0","0","45","0","12","0","0"
"1998-12-09 22:30:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-12-09 22:40:00.0","0","0","0","0","0","0","20","0","10","0","0"
"1998-12-09 22:50:00.0","0","0","19","0","0","0","28","0","0","0","0"
"1998-12-09 23:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-09 23:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-09 23:20:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-12-09 23:30:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-12-09 23:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-09 23:50:00.0","0","0","7","0","0","0","17","0","0","0","0"
"1998-12-10 00:00:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-12-10 00:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 00:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 00:30:00.0","0","0","18","0","0","0","27","0","0","0","0"
"1998-12-10 00:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 00:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 01:00:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-12-10 01:10:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-12-10 01:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 01:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 01:40:00.0","0","0","18","0","0","0","26","0","0","0","0"
"1998-12-10 01:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 02:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 02:10:00.0","0","0","12","0","0","0","22","0","0","0","0"
"1998-12-10 02:20:00.0","0","0","5","0","0","0","14","0","0","0","0"
"1998-12-10 02:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 02:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 02:50:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-12-10 03:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 03:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 03:20:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-12-10 03:30:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-12-10 03:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 03:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 04:00:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-12-10 04:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 04:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 04:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 04:40:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-12-10 04:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 05:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 05:10:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-12-10 05:20:00.0","0","0","9","0","0","0","18","0","0","0","0"
"1998-12-10 05:30:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 05:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 05:50:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-12-10 06:00:00.0","0","0","3","0","0","0","12","0","0","0","0"
"1998-12-10 06:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 06:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 06:30:00.0","0","0","18","0","0","0","31","0","0","0","4"
"1998-12-10 06:40:00.0","0","0","0","0","0","0","21","2","0","0","10"
"1998-12-10 06:50:00.0","0","0","0","0","0","0","19","0","0","0","9"
"1998-12-10 07:00:00.0","0","0","1","0","0","0","24","3","0","0","10"
"1998-12-10 07:10:00.0","0","0","16","0","0","0","43","9","0","0","10"
"1998-12-10 07:20:00.0","0","0","0","0","0","0","56","36","0","0","9"
"1998-12-10 07:30:00.0","0","0","0","0","0","0","64","43","0","0","10"
"1998-12-10 07:40:00.0","0","0","14","0","0","0","307","32","0","0","250"
"1998-12-10 07:50:00.0","0","0","5","0","0","0","362","48","0","0","292"
"1998-12-10 08:00:00.0","16","0","0","0","0","0","95","50","0","0","19"
"1998-12-10 08:10:00.0","163","0","8","0","0","0","249","46","4","0","18"
"1998-12-10 08:20:00.0","381","0","11","0","0","0","490","30","13","0","38"
"1998-12-10 08:30:00.0","130","0","0","0","0","0","212","31","12","0","24"
"1998-12-10 08:40:00.0","0","0","0","0","0","0","54","30","12","0","0"
"1998-12-10 08:50:00.0","370","0","18","0","0","0","538","32","13","0","12"
"1998-12-10 09:00:00.0","368","0","0","0","0","0","638","23","12","0","73"
"1998-12-10 09:10:00.0","34","29","0","0","0","0","182","0","11","0","66"
"1998-12-10 09:20:00.0","215","0","8","0","0","0","284","2","0","0","14"
"1998-12-10 09:30:00.0","390","0","9","0","0","0","420","2","0","0","0"
"1998-12-10 09:40:00.0","394","0","0","0","0","0","413","0","0","0","0"
"1998-12-10 09:50:00.0","151","0","0","0","0","0","166","0","0","0","0"
"1998-12-10 10:00:00.0","1","0","15","0","0","0","25","0","0","0","0"
"1998-12-10 10:10:00.0","0","0","3","0","0","0","13","0","0","0","0"
"1998-12-10 10:20:00.0","0","230","0","0","0","0","242","0","0","0","0"
"1998-12-10 10:30:00.0","0","332","15","0","0","0","457","0","0","0","0"
"1998-12-10 10:40:00.0","0","59","5","0","0","0","74","0","0","0","0"
"1998-12-10 10:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 11:00:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-12-10 11:10:00.0","0","0","10","0","0","0","19","0","0","0","0"
"1998-12-10 11:20:00.0","0","0","0","0","0","0","17","7","0","0","0"
"1998-12-10 11:30:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-12-10 11:40:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-12-10 11:50:00.0","0","0","0","0","0","0","15","0","5","0","0"
"1998-12-10 12:00:00.0","0","0","6","0","0","0","28","0","12","0","0"
"1998-12-10 12:10:00.0","0","0","14","0","0","0","35","0","12","0","0"
"1998-12-10 12:20:00.0","0","0","0","0","0","0","24","0","13","0","0"
"1998-12-10 12:30:00.0","0","0","4","0","0","0","27","0","14","0","0"
"1998-12-10 12:40:00.0","0","0","15","0","0","0","40","0","14","0","0"
"1998-12-10 12:50:00.0","0","0","0","0","0","0","23","0","12","0","0"
"1998-12-10 13:00:00.0","0","0","8","0","0","0","30","0","13","0","0"
"1998-12-10 13:10:00.0","0","0","13","0","0","0","34","0","12","0","0"
"1998-12-10 13:20:00.0","0","0","0","0","0","0","23","0","12","0","0"
"1998-12-10 13:30:00.0","0","0","2","0","0","0","25","0","13","0","0"
"1998-12-10 13:40:00.0","0","0","17","0","0","0","39","0","13","0","0"
"1998-12-10 13:50:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-12-10 14:00:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-10 14:10:00.0","0","0","20","0","0","0","40","0","11","0","0"
"1998-12-10 14:20:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-10 14:30:00.0","0","0","0","0","0","0","20","0","11","0","0"
"1998-12-10 14:40:00.0","0","0","15","0","0","0","37","0","12","0","0"
"1998-12-10 14:50:00.0","0","0","4","0","0","0","25","0","11","0","0"
"1998-12-10 15:00:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-12-10 15:10:00.0","0","0","8","0","0","0","30","0","12","0","0"
"1998-12-10 15:20:00.0","0","0","11","0","0","0","31","0","11","0","0"
"1998-12-10 15:30:00.0","0","0","0","0","0","0","22","7","5","0","0"
"1998-12-10 15:40:00.0","0","0","0","0","0","0","15","4","0","0","0"
"1998-12-10 15:50:00.0","0","0","19","0","0","0","38","11","0","0","0"
"1998-12-10 16:00:00.0","0","0","0","0","0","0","12","2","0","0","0"
"1998-12-10 16:10:00.0","0","0","0","0","0","0","13","3","0","0","0"
"1998-12-10 16:20:00.0","0","0","20","0","0","0","28","0","0","0","0"
"1998-12-10 16:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 16:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-10 16:50:00.0","0","0","17","0","0","0","46","16","1","0","0"
"1998-12-10 17:00:00.0","0","0","1","0","0","0","73","48","14","0","0"
"1998-12-10 17:10:00.0","0","0","0","0","0","0","51","34","7","0","0"
"1998-12-10 17:20:00.0","0","0","18","0","0","0","78","51","0","0","0"
"1998-12-10 17:30:00.0","0","0","1","0","0","0","75","57","5","0","0"
"1998-12-10 17:40:00.0","0","0","0","0","0","0","75","50","14","0","0"
"1998-12-10 17:50:00.0","0","0","11","0","0","0","77","42","13","0","0"
"1998-12-10 18:00:00.0","0","0","8","0","0","0","65","32","12","0","0"
"1998-12-10 18:10:00.0","0","0","0","0","0","0","60","36","13","0","0"
"1998-12-10 18:20:00.0","0","159","4","0","0","0","236","48","12","0","0"
"1998-12-10 18:30:00.0","0","243","15","0","0","3","330","42","12","0","0"
"1998-12-10 18:40:00.0","0","0","0","0","0","7","64","33","11","0","0"
"1998-12-10 18:50:00.0","0","0","0","0","0","7","74","44","13","0","0"
"1998-12-10 19:00:00.0","0","0","20","0","0","6","92","43","11","0","0"
"1998-12-10 19:10:00.0","0","0","0","0","0","2","60","36","12","0","0"
"1998-12-10 19:20:00.0","0","0","0","0","0","0","52","31","11","0","0"
"1998-12-10 19:30:00.0","0","0","21","0","0","0","74","33","12","0","0"
"1998-12-10 19:40:00.0","8","0","0","0","0","4","80","43","11","0","0"
"1998-12-10 19:50:00.0","104","0","0","0","0","7","165","32","13","0","0"
"1998-12-10 20:00:00.0","393","0","20","0","0","7","489","36","12","0","0"
"1998-12-10 20:10:00.0","389","0","0","0","0","6","463","32","12","0","0"
"1998-12-10 20:20:00.0","390","0","0","0","0","7","471","32","13","8","0"
"1998-12-10 20:30:00.0","58","0","20","0","0","7","150","37","12","4","0"
"1998-12-10 20:40:00.0","190","0","0","0","0","7","263","40","12","0","0"
"1998-12-10 20:50:00.0","399","0","0","0","0","6","461","24","12","0","0"
"1998-12-10 21:00:00.0","400","0","22","0","0","7","472","11","11","0","0"
"1998-12-10 21:10:00.0","91","0","0","0","2","0","129","11","11","0","0"
"1998-12-10 21:20:00.0","1","0","0","0","7","0","29","0","11","0","0"
"1998-12-10 21:30:00.0","0","0","17","0","2","0","42","0","12","0","0"
"1998-12-10 21:40:00.0","0","0","3","0","0","0","25","0","11","0","0"
"1998-12-10 21:50:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-10 22:00:00.0","0","0","14","0","0","0","34","0","12","0","0"
"1998-12-10 22:10:00.0","0","0","5","0","0","0","26","0","11","0","0"
"1998-12-10 22:20:00.0","0","0","0","0","0","0","22","0","11","0","0"
"1998-12-10 22:30:00.0","0","0","7","0","0","0","28","0","12","0","0"
"1998-12-10 22:40:00.0","0","0","12","0","0","0","32","0","11","0","0"
"1998-12-10 22:50:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-10 23:00:00.0","0","0","1","0","0","0","24","1","11","0","0"
"1998-12-10 23:10:00.0","0","0","17","0","0","0","37","0","11","0","0"
"1998-12-10 23:20:00.0","0","0","0","0","0","0","17","0","8","0","0"
"1998-12-10 23:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-10 23:40:00.0","0","0","18","0","0","0","27","0","0","0","0"
"1998-12-10 23:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 00:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 00:10:00.0","0","0","13","0","0","0","22","0","0","0","0"
"1998-12-11 00:20:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-12-11 00:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 00:40:00.0","0","0","2","0","0","0","12","0","0","0","0"
"1998-12-11 00:50:00.0","0","0","16","0","0","0","25","0","0","0","0"
"1998-12-11 01:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 01:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 01:20:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-11 01:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 01:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 01:50:00.0","0","0","8","0","0","0","18","0","0","0","0"
"1998-12-11 02:00:00.0","0","0","10","0","0","0","18","0","0","0","0"
"1998-12-11 02:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 02:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 02:30:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-11 02:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 02:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 03:00:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-12-11 03:10:00.0","0","0","5","0","0","0","15","0","0","0","0"
"1998-12-11 03:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 03:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 03:40:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-12-11 03:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 04:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 04:10:00.0","0","0","14","0","0","0","23","0","0","0","0"
"1998-12-11 04:20:00.0","0","0","4","0","0","0","13","0","0","0","0"
"1998-12-11 04:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 04:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 04:50:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-11 05:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 05:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 05:20:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-12-11 05:30:00.0","0","0","6","0","0","0","15","0","0","0","0"
"1998-12-11 05:40:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 05:50:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 06:00:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-11 06:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 06:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 06:30:00.0","0","0","7","0","0","0","19","0","0","0","1"
"1998-12-11 06:40:00.0","0","0","11","0","0","0","32","2","0","0","10"
"1998-12-11 06:50:00.0","0","0","0","0","0","0","21","1","0","0","9"
"1998-12-11 07:00:00.0","0","0","0","0","0","0","25","6","0","0","10"
"1998-12-11 07:10:00.0","0","0","18","0","0","0","47","10","0","0","10"
"1998-12-11 07:20:00.0","0","0","0","0","0","0","89","38","2","0","4"
"1998-12-11 07:30:00.0","0","0","0","0","0","0","160","59","13","0","0"
"1998-12-11 07:40:00.0","0","0","17","0","0","0","93","54","12","0","0"
"1998-12-11 07:50:00.0","0","0","2","0","0","0","65","40","14","0","0"
"1998-12-11 08:00:00.0","0","0","0","0","0","0","86","61","14","0","0"
"1998-12-11 08:10:00.0","0","0","16","0","0","0","74","41","7","0","0"
"1998-12-11 08:20:00.0","0","0","4","0","0","0","14","0","0","0","0"
"1998-12-11 08:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 08:40:00.0","0","0","7","0","0","0","16","0","0","0","0"
"1998-12-11 08:50:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-12-11 09:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 09:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 09:20:00.0","0","0","19","0","0","0","31","0","2","0","0"
"1998-12-11 09:30:00.0","0","0","0","0","0","0","22","0","12","0","0"
"1998-12-11 09:40:00.0","0","0","0","0","0","0","22","0","13","0","0"
"1998-12-11 09:50:00.0","0","0","11","0","0","0","31","0","11","0","0"
"1998-12-11 10:00:00.0","0","0","7","0","0","0","28","0","11","0","0"
"1998-12-11 10:10:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-11 10:20:00.0","0","0","2","0","0","0","24","0","12","0","0"
"1998-12-11 10:30:00.0","0","0","17","0","0","0","37","0","11","0","0"
"1998-12-11 10:40:00.0","0","0","0","0","0","0","21","0","11","0","0"
"1998-12-11 10:50:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-12-11 11:00:00.0","0","0","19","0","0","0","42","1","12","0","0"
"1998-12-11 11:10:00.0","0","0","0","0","0","0","21","0","12","0","0"
"1998-12-11 11:20:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-12-11 11:30:00.0","0","0","12","0","0","0","21","0","0","0","0"
"1998-12-11 11:40:00.0","0","0","8","0","0","0","17","0","0","0","0"
"1998-12-11 11:50:00.0","0","0","0","0","0","0","15","5","0","0","0"
"1998-12-11 12:00:00.0","0","0","2","0","0","0","29","4","12","0","0"
"1998-12-11 12:10:00.0","0","0","17","0","0","0","47","10","11","0","0"
"1998-12-11 12:20:00.0","0","0","0","0","0","0","24","1","13","0","0"
"1998-12-11 12:30:00.0","0","0","2","0","0","0","25","0","13","0","0"
"1998-12-11 12:40:00.0","0","0","20","0","0","0","42","0","14","0","0"
"1998-12-11 12:50:00.0","0","0","0","0","0","0","23","0","13","0","0"
"1998-12-11 13:00:00.0","0","0","0","0","0","0","22","0","12","0","0"
"1998-12-11 13:10:00.0","0","0","19","0","0","0","46","5","13","0","0"
"1998-12-11 13:20:00.0","0","0","1","0","0","0","25","2","9","0","0"
"1998-12-11 13:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 13:40:00.0","0","0","13","0","0","0","22","0","0","0","0"
"1998-12-11 13:50:00.0","0","0","7","0","0","0","18","0","0","0","0"
"1998-12-11 14:00:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-12-11 14:10:00.0","0","0","3","0","0","0","16","0","0","0","0"
"1998-12-11 14:20:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-11 14:30:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-11 14:40:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-11 14:50:00.0","0","0","19","0","0","0","30","0","0","0","0"
"1998-12-11 15:00:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 15:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 15:20:00.0","0","0","11","0","0","0","20","0","0","0","0"
"1998-12-11 15:30:00.0","0","0","9","0","0","0","19","0","0","0","0"
"1998-12-11 15:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-11 15:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 16:00:00.0","0","0","20","0","0","0","29","0","0","0","0"
"1998-12-11 16:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 16:20:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-11 16:30:00.0","0","0","16","0","0","0","24","0","0","0","0"
"1998-12-11 16:40:00.0","0","0","4","0","0","0","15","0","0","0","0"
"1998-12-11 16:50:00.0","0","0","0","0","0","0","26","12","2","0","0"
"1998-12-11 17:00:00.0","0","0","7","0","0","0","77","39","13","1","4"
"1998-12-11 17:10:00.0","0","0","14","0","0","0","91","45","13","8","0"
"1998-12-11 17:20:00.0","0","0","0","0","0","0","79","49","12","7","0"
"1998-12-11 17:30:00.0","0","0","0","0","0","0","78","45","13","8","0"
"1998-12-11 17:40:00.0","0","0","21","0","0","0","102","48","13","8","0"
"1998-12-11 17:50:00.0","0","0","0","0","0","5","89","50","13","8","0"
"1998-12-11 18:00:00.0","0","0","0","0","0","6","89","50","12","9","0"
"1998-12-11 18:10:00.0","0","0","17","0","0","1","308","49","13","9","207"
"1998-12-11 18:20:00.0","0","0","3","0","0","0","401","35","13","9","321"
"1998-12-11 18:30:00.0","0","0","0","0","0","0","102","50","12","8","20"
"1998-12-11 18:40:00.0","0","0","23","0","0","0","121","53","13","9","15"
"1998-12-11 18:50:00.0","13","0","1","0","0","0","132","45","12","10","39"
"1998-12-11 19:00:00.0","142","0","0","0","0","0","246","40","12","8","31"
"1998-12-11 19:10:00.0","386","0","18","0","0","0","552","47","11","10","61"
"1998-12-11 19:20:00.0","389","0","6","0","0","0","485","32","11","0","25"
"1998-12-11 19:30:00.0","385","0","0","0","0","0","498","33","12","0","50"
"1998-12-11 19:40:00.0","46","0","18","0","0","0","137","45","11","2","0"
"1998-12-11 19:50:00.0","193","0","6","0","0","0","431","48","12","8","147"
"1998-12-11 20:00:00.0","387","0","0","0","0","0","836","42","13","9","358"
"1998-12-11 20:10:00.0","392","0","18","0","0","0","556","50","11","8","52"
"1998-12-11 20:20:00.0","117","0","5","0","0","0","205","34","12","7","15"
"1998-12-11 20:30:00.0","1","0","0","0","0","0","102","31","12","9","39"
"1998-12-11 20:40:00.0","0","0","12","0","4","0","105","25","13","3","38"
"1998-12-11 20:50:00.0","0","0","11","0","6","0","82","1","13","0","43"
"1998-12-11 21:00:00.0","0","0","0","0","2","0","71","0","13","0","47"
"1998-12-11 21:10:00.0","0","0","6","0","0","0","99","1","13","0","71"
"1998-12-11 21:20:00.0","0","0","16","0","0","0","58","9","13","0","10"
"1998-12-11 21:30:00.0","0","0","0","0","0","0","23","0","13","0","0"
"1998-12-11 21:40:00.0","0","0","0","0","0","0","24","1","13","0","0"
"1998-12-11 21:50:00.0","0","0","20","0","0","0","44","1","12","0","1"
"1998-12-11 22:00:00.0","0","0","0","0","0","0","23","0","12","0","0"
"1998-12-11 22:10:00.0","0","0","0","0","0","0","22","0","13","0","0"
"1998-12-11 22:20:00.0","0","0","16","0","0","0","38","0","12","0","0"
"1998-12-11 22:30:00.0","0","0","4","0","0","0","26","0","13","0","0"
"1998-12-11 22:40:00.0","0","0","0","0","0","0","23","0","13","0","0"
"1998-12-11 22:50:00.0","0","0","7","0","0","0","30","0","12","0","0"
"1998-12-11 23:00:00.0","0","0","14","0","0","0","29","0","5","0","0"
"1998-12-11 23:10:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-12-11 23:20:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-11 23:30:00.0","0","0","19","0","0","0","31","0","0","0","0"
"1998-12-11 23:40:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-12-11 23:50:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-12 00:00:00.0","0","0","14","0","0","0","26","0","0","0","0"
"1998-12-12 00:10:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-12-12 00:20:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-12 00:30:00.0","0","0","2","0","0","0","15","0","0","0","0"
"1998-12-12 00:40:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-12 00:50:00.0","0","0","0","0","0","0","12","0","0","0","0"
"1998-12-12 01:00:00.0","0","0","0","0","0","0","11","0","0","0","0"
"1998-12-12 01:10:00.0","0","0","17","0","0","0","27","0","0","0","0"
"1998-12-12 01:20:00.0","0","0","2","0","0","0","11","0","0","0","0"
"1998-12-12 01:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-12 01:40:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-12-12 01:50:00.0","0","0","13","0","0","0","22","0","0","0","0"
"1998-12-12 02:00:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-12 02:10:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-12 02:20:00.0","0","0","18","0","0","0","28","0","0","0","0"
"1998-12-12 02:30:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-12 02:40:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-12 02:50:00.0","0","0","6","0","0","0","16","0","0","0","0"
"1998-12-12 03:00:00.0","0","0","13","0","0","0","22","0","0","0","0"
"1998-12-12 03:10:00.0","0","0","0","0","0","0","10","0","0","0","0"
"1998-12-12 03:20:00.0","0","0","0","0","0","0","9","0","0","0","0"
"1998-12-12 03:30:00.0","0","0","17","0","0","0","26","0","0","0","0"
"1998-12-12 03:40:00.0","0","0","2","0","0","0","12","0","0","0","0"
"1998-12-12 03:50:00.0","0","0","0","0","0","0","10","0","0","0","0"
